SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22023,1631466,0022301199,"Apr 14, 2024",HOU @ LAC,W,21,6,9,0.667,1,1,1.0,0,3,0.0,1,2,3,0,1,1,2,0,13,10,1
22023,1631466,0022301150,"Apr 09, 2024",HOU vs. ORL,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
22023,1631466,0022301120,"Apr 05, 2024",HOU vs. MIA,L,3,1,1,1.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,2,1,1
22023,1631466,0022301113,"Apr 04, 2024",HOU vs. GSW,L,5,2,4,0.5,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,4,-7,1
22023,1631466,0022301083,"Mar 31, 2024",HOU vs. DAL,L,5,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,3,1
22023,1631466,0022301038,"Mar 25, 2024",HOU vs. POR,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
22023,1631466,0022301024,"Mar 23, 2024",HOU vs. UTA,W,9,2,3,0.667,0,0,0.0,0,0,0.0,1,2,3,0,1,0,0,1,4,1,1
22023,1631466,0022300992,"Mar 19, 2024",HOU @ WAS,W,2,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,3,3,1
22023,1631466,0022300967,"Mar 16, 2024",HOU vs. CLE,W,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4,1
22023,1631466,0022300957,"Mar 14, 2024",HOU vs. WAS,W,2,0,0,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,0,2,-3,1
22023,1631466,0022300916,"Mar 08, 2024",HOU @ POR,W,1,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,1
22023,1631466,0022300798,"Feb 22, 2024",HOU @ NOP,L,2,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,1,0,0,-1,1
22023,1631466,0022300783,"Feb 14, 2024",HOU @ MEM,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,-5,1
22023,1631466,0022300765,"Feb 12, 2024",HOU vs. NYK,W,8,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,15,1
22023,1631466,0022300754,"Feb 10, 2024",HOU @ ATL,L,9,4,6,0.667,0,0,0.0,0,2,0.0,2,0,2,0,0,0,0,3,8,2,1
22023,1631466,0022300603,"Jan 21, 2024",HOU vs. BOS,L,19,2,7,0.286,1,1,1.0,0,0,0.0,2,1,3,0,0,0,0,1,5,3,1
22023,1631466,0022300555,"Jan 15, 2024",HOU @ PHI,L,5,0,2,0.0,0,0,0.0,2,2,1.0,1,0,1,1,1,0,1,1,2,10,1
22023,1631466,0022300542,"Jan 13, 2024",HOU @ BOS,L,9,2,3,0.667,0,0,0.0,1,1,1.0,2,0,2,0,0,0,0,1,5,1,1
22023,1631466,0022300263,"Nov 29, 2023",HOU @ DEN,L,6,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,2,6,1
22023,1631466,0022300231,"Nov 22, 2023",HOU vs. MEM,W,3,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-4,1
22023,1631466,0022300163,"Nov 08, 2023",HOU vs. LAL,W,8,2,4,0.5,0,1,0.0,1,2,0.5,0,0,0,1,1,0,0,0,5,5,1
22023,1631466,0022300066,"Oct 25, 2023",HOU @ ORL,L,5,2,3,0.667,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,-9,1
